rodzaj,ksztalt_kapelusza,powierzchnia_kapelusza,kolor_kapelusza,zasinienia,zapach,sposob_przyrastania_blaszek,odstep_miedzy_blaszkami,rozmiar_blaszek,kolor_blaszek,ksztalt_trzonu,korzen_trzonu,powierzchnia_trzonu_nad_pierscieniem,powierzchnia_lodygi_ponizej_pierscienia,kolor_trzonu_nad_pierscieniem,kolor_trzonu_pod_pierscieniem,rodzaj_oslony,kolor_oslony,liczba_pierscieni,rodzaj_pierscienia,kolor_wysypu_zarodnikow,populacja,srodowisko
trujący,wypukły,gładki,brązowy,tak,ostry,wolne,mały,wąski,różowy,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,kilka,trawy
jadalny,dzwonowy,gładki,żółty,tak,anyż,wolne,mały,szeroki,biały,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,liczna,trawy
jadalny,wypukły,łuskowaty,brązowy,tak,migdałowy,wolne,mały,szeroki,biały,powiększający,rooted,gładka,łuskowata,biały,biały,częściowa,biały,jeden,opadający,czarny,samotna,ścieżki
jadalny,dzwonowy,łuskowaty,żółty,tak,anyż,wolne,mały,szeroki,szary,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,liczna,łąki
jadalny,wklęsły,włóknisty,brązowy,nie,brak,wolne,mały,wąski,czarny,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,kilka,miejskie
jadalny,płaski,łuskowaty,brązowy,tak,migdałowy,wolne,mały,szeroki,biały,powiększający,rooted,gładka,łuskowata,biały,biały,częściowa,biały,jeden,opadający,czarny,samotna,ścieżki
jadalny,wypukły,łuskowaty,żółty,tak,migdałowy,wolne,mały,szeroki,czarny,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,liczna,trawy
jadalny,wypukły,włóknisty,szary,nie,brak,wolne,bardzo mały,szeroki,czarny,zbieżny,równy,włóknista,włóknista,biały,biały,częściowa,biały,jeden,zanikający,czarny,rozsiana,trawy
jadalny,płaski,włóknisty,biały,nie,brak,wolne,bardzo mały,szeroki,czarny,zbieżny,równy,gładka,włóknista,biały,biały,częściowa,biały,jeden,zanikający,brązowy,obfita,trawy
jadalny,wypukły,łuskowaty,żółty,tak,anyż,wolne,mały,szeroki,biały,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,liczna,łąki
jadalny,dzwonowy,gładki,żółty,tak,anyż,wolne,mały,szeroki,czarny,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,liczna,trawy
jadalny,dzwonowy,łuskowaty,biały,tak,migdałowy,wolne,mały,szeroki,szary,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,liczna,łąki
jadalny,wypukły,łuskowaty,biały,tak,migdałowy,wolne,mały,szeroki,biały,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,rozsiana,trawy
jadalny,wypukły,gładki,brązowy,nie,brak,wolne,bardzo mały,szeroki,różowy,zbieżny,równy,włóknista,gładka,biały,biały,częściowa,biały,jeden,zanikający,brązowy,obfita,trawy
jadalny,wypukły,łuskowaty,biały,tak,anyż,wolne,mały,szeroki,szary,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,rozsiana,trawy
jadalny,wklęsły,włóknisty,brązowy,nie,brak,wolne,mały,wąski,czarny,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,kilka,miejskie
jadalny,wypukły,gładki,biały,tak,migdałowy,wolne,bardzo mały,wąski,biały,zbieżny,bulwiasty,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,purpurowy,kilka,laśne
jadalny,wypukły,łuskowaty,brązowy,tak,anyż,wolne,mały,szeroki,biały,powiększający,rooted,gładka,łuskowata,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,trawy
jadalny,dzwonowy,łuskowaty,żółty,tak,migdałowy,wolne,mały,szeroki,czarny,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,liczna,trawy
jadalny,wypukły,łuskowaty,biały,tak,migdałowy,wolne,mały,szeroki,czarny,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,liczna,trawy
jadalny,dzwonowy,łuskowaty,biały,tak,migdałowy,wolne,mały,szeroki,brązowy,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,łąki
jadalny,dzwonowy,gładki,żółty,tak,migdałowy,wolne,mały,szeroki,szary,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,trawy
jadalny,dzwonowy,gładki,żółty,tak,anyż,wolne,mały,szeroki,szary,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,łąki
jadalny,dzwonowy,łuskowaty,żółty,tak,migdałowy,wolne,mały,szeroki,brązowy,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,liczna,trawy
jadalny,wypukły,włóknisty,brązowy,nie,brak,wolne,mały,wąski,czarny,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,samotna,miejskie
jadalny,płaski,łuskowaty,brązowy,tak,anyż,wolne,mały,szeroki,brązowy,powiększający,rooted,gładka,łuskowata,biały,biały,częściowa,biały,jeden,opadający,brązowy,samotna,trawy
jadalny,wypukły,łuskowaty,biały,tak,migdałowy,wolne,mały,szeroki,czarny,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,rozsiana,trawy
jadalny,płaski,łuskowaty,żółty,tak,anyż,wolne,mały,szeroki,biały,powiększający,rooted,gładka,łuskowata,biały,biały,częściowa,biały,jeden,opadający,brązowy,samotna,ścieżki
jadalny,dzwonowy,gładki,biały,tak,migdałowy,wolne,mały,szeroki,biały,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,rozsiana,trawy
jadalny,dzwonowy,gładki,biały,tak,migdałowy,wolne,mały,szeroki,biały,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,łąki
jadalny,wypukły,łuskowaty,brązowy,tak,anyż,wolne,mały,szeroki,biały,powiększający,rooted,gładka,łuskowata,biały,biały,częściowa,biały,jeden,opadający,czarny,samotna,trawy
jadalny,dzwonowy,gładki,biały,tak,migdałowy,wolne,mały,szeroki,czarny,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,trawy
jadalny,wypukły,włóknisty,szary,nie,brak,wolne,mały,wąski,szary,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,samotna,miejskie
jadalny,dzwonowy,gładki,żółty,tak,anyż,wolne,mały,szeroki,czarny,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,rozsiana,trawy
jadalny,wypukły,włóknisty,żółty,tak,anyż,wolne,bardzo mały,wąski,brązowy,zbieżny,bulwiasty,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,purpurowy,kilka,laśne
jadalny,dzwonowy,łuskowaty,żółty,tak,migdałowy,wolne,mały,szeroki,biały,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,trawy
jadalny,płaski,łuskowaty,żółty,tak,anyż,wolne,mały,szeroki,różowy,powiększający,rooted,gładka,łuskowata,biały,biały,częściowa,biały,jeden,opadający,brązowy,rozsiana,trawy
jadalny,dzwonowy,łuskowaty,biały,tak,anyż,wolne,mały,szeroki,biały,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,liczna,łąki
jadalny,dzwonowy,łuskowaty,biały,tak,migdałowy,wolne,mały,szeroki,czarny,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,liczna,łąki
jadalny,dzwonowy,łuskowaty,żółty,tak,migdałowy,wolne,mały,szeroki,szary,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,rozsiana,trawy
jadalny,wypukły,łuskowaty,żółty,tak,anyż,wolne,mały,szeroki,szary,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,liczna,łąki
jadalny,dzwonowy,gładki,żółty,tak,anyż,wolne,mały,szeroki,szary,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,liczna,trawy
trujący,wypukły,łuskowaty,biały,tak,ostry,wolne,mały,wąski,różowy,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,kilka,miejskie
jadalny,wklęsły,włóknisty,brązowy,nie,brak,wolne,mały,wąski,szary,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,samotna,miejskie
jadalny,płaski,włóknisty,brązowy,nie,brak,wolne,mały,wąski,szary,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,kilka,miejskie
jadalny,wypukły,gładki,żółty,tak,migdałowy,wolne,mały,szeroki,szary,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,rozsiana,łąki
jadalny,płaski,łuskowaty,brązowy,tak,migdałowy,wolne,mały,szeroki,różowy,powiększający,rooted,gładka,łuskowata,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,ścieżki
trujący,wypukły,łuskowaty,biały,tak,ostry,wolne,mały,wąski,czarny,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,trawy
jadalny,dzwonowy,gładki,biały,tak,anyż,wolne,mały,szeroki,szary,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,rozsiana,łąki
jadalny,płaski,włóknisty,szary,nie,brak,wolne,mały,wąski,różowy,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,kilka,miejskie
jadalny,dzwonowy,łuskowaty,żółty,tak,anyż,wolne,mały,szeroki,szary,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,liczna,trawy
jadalny,wypukły,łuskowaty,brązowy,tak,migdałowy,wolne,mały,szeroki,biały,powiększający,rooted,gładka,łuskowata,biały,biały,częściowa,biały,jeden,opadający,brązowy,samotna,ścieżki
jadalny,wypukły,włóknisty,biały,nie,brak,wolne,bardzo mały,szeroki,różowy,zbieżny,równy,gładka,włóknista,biały,biały,częściowa,biały,jeden,zanikający,czarny,rozsiana,trawy
jadalny,wypukły,gładki,biały,tak,anyż,wolne,bardzo mały,wąski,biały,zbieżny,bulwiasty,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,kilka,laśne
jadalny,dzwonowy,gładki,biały,tak,anyż,wolne,mały,szeroki,biały,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,rozsiana,łąki
jadalny,płaski,gładki,żółty,tak,migdałowy,wolne,bardzo mały,wąski,biały,zbieżny,bulwiasty,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,kilka,laśne
jadalny,wypukły,gładki,żółty,tak,migdałowy,wolne,mały,szeroki,czarny,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,liczna,łąki
jadalny,płaski,włóknisty,szary,nie,brak,wolne,mały,wąski,szary,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,samotna,miejskie
jadalny,dzwonowy,gładki,żółty,tak,migdałowy,wolne,mały,szeroki,brązowy,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,trawy
jadalny,wypukły,gładki,biały,tak,anyż,wolne,mały,szeroki,szary,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,liczna,łąki
jadalny,wypukły,łuskowaty,biały,tak,anyż,wolne,mały,szeroki,brązowy,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,rozsiana,łąki
jadalny,płaski,gładki,biały,tak,migdałowy,wolne,bardzo mały,wąski,brązowy,zbieżny,bulwiasty,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,kilka,laśne
jadalny,wypukły,łuskowaty,żółty,tak,anyż,wolne,mały,szeroki,biały,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,rozsiana,trawy
jadalny,dzwonowy,gładki,biały,tak,anyż,wolne,mały,szeroki,biały,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,trawy
jadalny,wypukły,gładki,biały,tak,migdałowy,wolne,mały,szeroki,szary,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,liczna,trawy
jadalny,wypukły,włóknisty,biały,nie,brak,wolne,bardzo mały,szeroki,czekoladowy,zbieżny,równy,włóknista,gładka,biały,biały,częściowa,biały,jeden,zanikający,czarny,rozsiana,trawy
jadalny,płaski,łuskowaty,brązowy,tak,anyż,wolne,mały,szeroki,brązowy,powiększający,rooted,gładka,łuskowata,biały,biały,częściowa,biały,jeden,opadający,czarny,samotna,ścieżki
trujący,wypukły,gładki,biały,tak,ostry,wolne,mały,wąski,czarny,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,kilka,miejskie
jadalny,dzwonowy,gładki,biały,tak,migdałowy,wolne,mały,szeroki,brązowy,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,liczna,trawy
jadalny,dzwonowy,gładki,biały,tak,migdałowy,wolne,mały,szeroki,czarny,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,łąki
jadalny,dzwonowy,łuskowaty,biały,tak,anyż,wolne,mały,szeroki,brązowy,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,liczna,trawy
jadalny,dzwonowy,łuskowaty,biały,tak,migdałowy,wolne,mały,szeroki,biały,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,liczna,trawy
jadalny,wypukły,gładki,żółty,tak,migdałowy,wolne,mały,szeroki,biały,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,trawy
jadalny,dzwonowy,gładki,biały,tak,anyż,wolne,mały,szeroki,biały,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,liczna,łąki
jadalny,wypukły,włóknisty,żółty,tak,migdałowy,wolne,bardzo mały,wąski,brązowy,zbieżny,bulwiasty,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,kilka,laśne
jadalny,wypukły,włóknisty,szary,nie,brak,wolne,mały,wąski,brązowy,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,samotna,miejskie
jadalny,płaski,łuskowaty,żółty,tak,migdałowy,wolne,mały,szeroki,brązowy,powiększający,rooted,gładka,łuskowata,biały,biały,częściowa,biały,jeden,opadający,brązowy,rozsiana,trawy
jadalny,dzwonowy,gładki,biały,tak,anyż,wolne,mały,szeroki,brązowy,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,liczna,łąki
jadalny,wypukły,gładki,żółty,tak,migdałowy,wolne,mały,szeroki,szary,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,trawy
jadalny,wypukły,łuskowaty,żółty,tak,migdałowy,wolne,mały,szeroki,czarny,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,trawy
jadalny,wypukły,łuskowaty,biały,tak,anyż,wolne,mały,szeroki,biały,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,rozsiana,trawy
jadalny,wklęsły,włóknisty,szary,nie,brak,wolne,mały,wąski,różowy,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,kilka,miejskie
jadalny,wypukły,gładki,biały,tak,migdałowy,wolne,mały,szeroki,brązowy,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,liczna,łąki
trujący,wypukły,gładki,biały,tak,ostry,wolne,mały,wąski,czarny,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,trawy
jadalny,wypukły,łuskowaty,żółty,tak,migdałowy,wolne,mały,szeroki,brązowy,powiększający,rooted,gładka,łuskowata,biały,biały,częściowa,biały,jeden,opadający,brązowy,rozsiana,trawy
jadalny,płaski,włóknisty,biały,tak,migdałowy,wolne,bardzo mały,wąski,różowy,zbieżny,bulwiasty,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,kilka,laśne
jadalny,wypukły,łuskowaty,biały,tak,anyż,wolne,mały,szeroki,szary,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,liczna,łąki
jadalny,dzwonowy,łuskowaty,biały,tak,anyż,wolne,mały,szeroki,brązowy,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,trawy
jadalny,wypukły,gładki,biały,tak,migdałowy,wolne,mały,szeroki,szary,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,liczna,trawy
jadalny,wypukły,gładki,żółty,tak,migdałowy,wolne,mały,szeroki,szary,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,rozsiana,trawy
trujący,wypukły,łuskowaty,brązowy,tak,ostry,wolne,mały,wąski,różowy,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,kilka,miejskie
jadalny,dzwonowy,gładki,żółty,tak,migdałowy,wolne,mały,szeroki,brązowy,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,liczna,trawy
jadalny,wypukły,włóknisty,szary,nie,brak,wolne,mały,wąski,brązowy,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,samotna,miejskie
trujący,wypukły,łuskowaty,biały,tak,ostry,wolne,mały,wąski,czarny,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,miejskie
jadalny,wypukły,łuskowaty,żółty,tak,anyż,wolne,mały,szeroki,brązowy,powiększający,rooted,gładka,łuskowata,biały,biały,częściowa,biały,jeden,opadający,brązowy,samotna,ścieżki
jadalny,płaski,włóknisty,brązowy,nie,brak,wolne,mały,wąski,czarny,powiększający,równy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,kilka,miejskie
jadalny,dzwonowy,gładki,biały,tak,anyż,wolne,mały,szeroki,czarny,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,liczna,trawy
jadalny,wypukły,włóknisty,biały,tak,anyż,wolne,bardzo mały,wąski,biały,zbieżny,bulwiasty,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,kilka,laśne
jadalny,wypukły,łuskowaty,biały,tak,anyż,wolne,mały,szeroki,biały,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,rozsiana,trawy
jadalny,dzwonowy,łuskowaty,żółty,tak,anyż,wolne,mały,szeroki,brązowy,powiększający,szerszy,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,brązowy,rozsiana,trawy
